headline_id,label,mixed,hard,notes
77d8001d15faf1c3321f5260dea56b6eaed4787d,neutral,0,1,R15b: Both merger parties named; target/acquirer roles not supplied.
29c1756d68406fd20f42683e1e5e7f2bd863d17c,positive,0,0,
c553462c386df89ff66fc1e2bd66dcede818d5af,positive,0,0,R4: Maintained bullish analyst rating.
3478e097ae6257ded524579f46dabefb34b36688,neutral,0,0,
906a684f141e42aa6b7545d6c0f5e8c8e5f2876c,positive,0,0,
b4d12c1451f08669afc71c65d656532ec2300cf7,neutral,0,0,Administrative amendment before spin-out; no directional outcome.
4871d37347564aebdb94eca16c516fbb15f88762,positive,0,0,
f7851e99c35923dc8c9369b2f6030f46d09840e4,negative,0,0,
40e81f3ebabb365347dd5dcba0e91bd64198ff2f,neutral,0,0,R12: Microsoft is bringing the legal action.
31065c5fbd3c26769a9deff6d8b08b7e7e896c79,neutral,1,0,EPS misses; sales beat. Balanced opposing results.
2b1e0679f3c9a95b264111056431385f3ddd059d,positive,0,0,
8c51b3b3ec3d18e89511b09b15c5abf47e19930e,neutral,0,0,
9674323a0db9a230f4358273f6e5e3ae8357c05c,negative,0,0,
346145ae4c2396a7e5ba8745817777dfcd185f55,neutral,1,0,EPS beats; revenue misses.
634640d182e8d68422eb6adb85c2158a90b1f2ab,neutral,0,0,Trading activity and earnings schedule; no company outcome.
23dc09e0d499c99741aadf53b42c6e78527b79b1,neutral,0,0,
3f80210f63b1185bd26f90e710a896480271cde2,positive,0,0,
73193183997c00a6790ea5260b6c8052f226e8c4,neutral,0,0,R15a: Completeness determination is a review milestone; no product approval stated.
47b3d12e110ff8968485720ebdfc791bd0fa0a58,neutral,0,0,
de239e4a5973658365ce07c64db04e9f226569b8,neutral,0,0,
4f0c5da0d3e25e44dd87ebc78aa3a2e8d1705cd7,neutral,0,0,
56d43cd1f621b08fe4207b74f4ec4a1c013302f8,negative,0,0,
d7d1d05b45a4a99bf9eccac41b0880cf98d07022,neutral,0,0,R16: Strategic partnership expansion; no concrete business result.
3089c741ca51888f8ee25651e21c9364135b7479,neutral,0,0,
4085d451ff411d893a2eb1f31476f2aabb59f0dc,neutral,0,0,R7: Speculation about continuing price momentum.
f94fec4c0d5a74f907915e69fa0205770152ee7b,neutral,0,0,
52dcf19777e921ec9ce99843397662b7aaa80ec4,positive,0,0,
0c4de535a2ea8ad8e1739431a0aa104a07252ceb,negative,0,0,
b9e7bea0b091822de359048fdc29dfbc64593e36,neutral,0,0,Insider transaction disclosure; no company outcome.
e95dceaf6e9d7e7a1852900bb2c37d9572a72ad2,positive,0,0,
0db82746e0f6538935abe06228f03508fde9cfbc,neutral,0,0,
02117f6d92ced8a8c4bb9ac8e88fd96b17b97d1c,neutral,0,0,Prior analyst expectations only; no result or guidance comparison.
ae812ebaa609ec6fc5fea8ebd1e98cae3aa612ae,positive,0,0,
1877cbd03b94d657edc077d1c423be5f4a16431c,neutral,0,1,Payment and amended agreement stated; benefit and net effect unclear.
2b95d74600c756e9757017bc6cbc5881ee3c6fde,neutral,0,1,IPO mania gives no concrete outcome or clear equity direction.
ed6bce1bb5438def8720a1b373710af1a92e30ea,neutral,0,0,
a2cbb8f2a5908a161072390e26a2760b18329db9,unusable,0,0,Referral to an unspecified announcement; no intelligible news event.
bd90466d50e16e3f19f3dc3bb7210ce1a8b175b4,positive,0,0,
9ba9e3a4e71e9abf0cc17ba576bd1492e7241fab,neutral,0,1,Law invalidated; headline does not explain its effect on bank equities.
8a3e713890df4f681a2a46a7253ed7fd98f47995,positive,0,0,R5: Loss per share narrowed year over year.
72cdc580e9446f472dd2c5d51ffd67b022c7162d,positive,0,0,
fa9b1c46f9bd34dcf7ddf95d8ea9a8545c3efeb8,positive,0,0,Explicit assurance of repayment without creditor losses.
935e14e937c963e8333586007a4336ca4131f0c0,negative,0,0,
cddd9b6b953a8472e5d3da0bb56c77c7ac5ece20,negative,0,0,
f73dc0f5063bbe89929be37e7d9cf6d02833cc03,neutral,0,0,R5/R7: Unconfirmed results without comparison.
efaf237d20e12fe8373053594d6c2932ead08b23,positive,0,0,Explicit sales-growth outlook with a concrete sales target.
369e0ca6e1c6e361aed89f21ffa24f1f75eb6c9e,negative,0,0,
8a4e411240c142b5c55615a1225ad65100371340,neutral,0,0,R16: Productive meeting without a concrete outcome.
a0d5e734d115582a172daacd008affd02afb721d,unusable,0,0,Consumer car-selection headline; no financial news.
9751a5980f137c144df4edd5ce77f412b2f0df42,positive,0,0,
1ad0bceffd50281b8b8c24c5333ee2cd83cee4f8,negative,0,0,
20b56707adac8905bee6e2fb6d3ece5b2d299b6a,neutral,0,0,R3/R7: Price decline plus proposed sales increase; no realized outcome.
f92281661db6d9eb1d515ba6897ea457f1d1b8f7,neutral,0,0,R15b: Marriott is the acquirer; deal clearance is neutral for it.
1dbe21f21fe5b831a725d62223772ffd67a9c6af,negative,0,0,
da491c4463a848e8a6c343d1cfce9ccc8e45417a,neutral,0,0,
80c5a19bd215787b34f41d0ad381201215f129b0,neutral,0,0,Options activity only; no company outcome.
be9db8da0b7712f3ba09a1e8786e7b726a0e98a8,neutral,0,0,
59f95e70e2c2e6da7e68454ccce64e685d59d272,neutral,0,0,Trading halt with no news disclosed.
0249f1e0699516de2e836b2f6293dcffff5d13b8,neutral,0,0,
7a83d1e4b7b0dcdc9c1dda5688448001914ed90c,negative,0,0,
1975dcf692323298704641378c7c5dba917c9bb9,neutral,0,0,R16: Growth-area description without a concrete operating result.
348f85581a578830fba39f92efe19c42ed8572e7,negative,0,0,Price target cut overrides unchanged rating.
82fdf86aae153c4bcf2c4ab4b377b3462321ce1a,positive,0,0,
4a31c14db2d06e5d3cf3986f84e47d95c9c7174c,negative,0,0,Both guidance ranges are at or below estimates.
13c2797d2e28867b60f7a1521a99f6b9bd327f74,negative,0,1,R14: Common-unit placement; linked asset transaction leaves net holder effect unclear.
5b1a3ba0871dbe1701afdf35be57c6e687159185,neutral,0,0,R7: Suggested market-structure change; no enacted outcome.
043b67e9f9f0f162cb74bf18e97640bb96435eed,neutral,0,1,Sales guidance straddles estimate; rubric gives no midpoint convention.
06798b4e01f99d288ee299ba91506a35657ffa70,neutral,0,0,Insider sale disclosure; malformed amount does not obscure the event.
a804e7c067fb1d5eb2565bc61abe93c6ae592255,positive,0,0,
cfe35399140b8514f81f4630f9cf1fd0b8cf2bba,neutral,0,0,
55590bac13c972a556b0d9042afe8bcf11cf479f,positive,0,0,
107e0eb096301c203312f59e2125cba92a9ec770,neutral,0,0,R14: Debt offering without distress or favourable rate.
cc2cfad07d27b9872f5403f1e41f3cc2533d0ef0,positive,0,0,Bullish analyst assessment and maintained Buy.
28ae4bdf96426efb150a4095bc22beb59d97faca,neutral,0,0,R11/R16: Promotional list without concrete directional outcome.
39a10347dd9c03e507e46995178ded01baeb6e97,neutral,0,0,
279c5c5b6a28a8fb59f7df320b7bccaf60a03003,neutral,0,0,ETF comparison without a directional conclusion.
d44e5c26f6d1a247c32410c43beb2b4c7a31cfde,positive,0,0,
d36261059e5eb811b7eacc4c1828b0113b14bcd2,neutral,1,0,EPS fell while sales rose year over year.
800429391c87474ac246b4f688b7d39ff430cea4,neutral,0,0,
3ae4bd61222131dc7f516cd2b90b8706638c0a64,negative,0,0,Explicitly adverse outlook for alternative-energy ETFs.
f56aacfe7b043e3cd3787fa1a5b5578d3d935624,neutral,0,0,
0f59af645e7a56c40fe7f8d0274ea2ba083e95e7,neutral,0,1,Study result stated; implication for Portola's product or equity is not explained.
9de78980634cccb95e606fb50db8e39f98ce411b,neutral,0,1,Unclear whether stocks means inventories or equities; in-line expansion lacks a clear signal.
2b1fd5d1fb9cd6a6fd15ee66039e092c6e376897,negative,0,0,
39c9d38302f7c019abd8075f4847156e5e188884,neutral,0,1,Lower activity lacks context or an equity-value implication.
e0c6c070e4b17fd48d5c0afa549c3330db69d9da,neutral,0,0,"R5: Results without comparison, despite reported loss."
c17f899097ac86cb2d12a98f1405274955d14333,positive,0,0,
14581b52bbc7f88e4a230b2308a17c838c12778a,neutral,0,0,Administrative report publication without an operating outcome.
4ab30ac9c87150307a0c9a374cb664fcb15fb3c9,neutral,0,0,R3: Price jump; no earnings beat or comparison stated.
2b61b201db140cdb2f7bbcc0b10e61b5f9ceb2b8,neutral,0,0,R16: Strategic partnership without a concrete outcome.
03cf35c74ca8fef4dd1da0f292965526a3993253,neutral,0,0,
f3086319d22d6ddb0522596b70c3c4aedd4d66ed,neutral,1,0,EPS misses; revenue beats.
c3d9d0e9ab23fbe03d99cb1e4f9b7b3bcec91824,neutral,0,0,R15b: International Rectifier is the acquirer.
d081d909f3dca6ac8fb49c619173f1a829f0daaa,negative,0,0,
97b50caf49991f55bdfab9e69f93467153550319,neutral,0,0,Trial enrollment milestone; no efficacy result or approval.
9b0eff413ca2fa0e2ba36a0f633f8d0dd29beb36,negative,0,0,R4: Reports an analyst downgrade to Negative.
ae833c4ac93ecd2810ca55a2ab7c0b429f01d79f,neutral,0,0,R3: FX price-trend commentary; no independent equity news.
2b9b5c846784969631c0d0d2e2584dad0f629243,neutral,0,1,Asset stake sold; no comparison or gain/loss establishes value effect.
ed68372c4c4004c63be3ba98c6c8d44580f56d7b,neutral,0,0,
c0d0eb139f98f3daa4300b606080a9e90e5014e1,neutral,0,1,Reiteration omits rating and target; analyst direction unavailable.
5e36308cb9a0ce3bd5400912456929c228627ade,neutral,0,0,
656d064535ad74b59fa1af936668aca01efde683,negative,0,0,
cacac5ebdc9c8bbef8f43d8876d3923a3336aa64,negative,0,0,
294636cc190ba60fbcaab52b4fc914f116c7b13b,negative,0,0,Named catastrophes are adverse events for the underwriter.
5aec32bbae4010067fd4ab709fbdf0380b386d07,positive,0,0,Price target raised; Neutral rating unchanged.
ae0e8a886b04f2e52f489d6c6b68b1e2fe2dca5f,neutral,0,0,
bf3b3f36e7a23617a3fdb14359d5f4dc38a738c4,positive,0,0,
171ce493ded8c85f0f5f8a633a5945f38a235cc9,neutral,0,1,Mill closures could reduce costs or reflect lost business; no cause stated.
be22b70172fb84cfe9d2a73fc5ccfbb5f0266933,neutral,0,0,Analyst reiterates Neutral without another directional action.
2cb617e6881db1c9efb4c59bd1cec79e3405733b,neutral,0,1,CEO's dislike of competitor does not establish a business or equity outcome.
e1b6ab0af5aa82bf6a1eeab4b96b46c2bc22d52f,negative,0,0,
429b7eb53c8335717741f5eb28b4e2c69459cc77,positive,0,0,
89536d2a86d9788c95c5eeff9f0a95fe4c82d2fc,neutral,0,0,R11/R7: Potential takeover-target list; no actual bid.
38918f2b8747a44420d2ab32a7b4ca980758522f,neutral,0,0,Insider purchase disclosure; no company outcome.
a24c44f7f22001aeeae423bdbeff10c2b33f6c68,negative,0,0,Price target cut overrides unchanged bullish rating.
6ca9656b3f83cbbedfc4f1700cdc934e4fa13a82,positive,0,0,
2dee5bbcf89bbe9132c1dd02b60b0f2b0fe92628,negative,0,0,
0db903ffea63f12c19ebea23af44a822cbd55889,negative,0,0,
b5ead5db1031e8c8e10054bacffcd8133d782637,negative,0,0,
dbf6c07034520f1f6541e2bd478f540f43fe1f33,neutral,0,0,R13: Retirement without adverse cause.
3a7d806b599e0e8c68f2b47545d1f90be707d56e,positive,0,0,Price objective raised; Underperform rating unchanged.
f511e4494e18672726066d820e657c43207701d9,negative,0,0,
2f6ac1a676436f596c051fc2099be3b64449495c,neutral,0,1,Reaffirmed guidance straddles estimate; no clear beat/miss or midpoint rule.
10a283ae826472ecc6c975a24b5ff3148d86ed9b,positive,0,0,Confirmed uplisting to a higher Nasdaq market tier.
da5fcc97a6902cc699b28170bb9a0d5ce398a384,positive,0,0,Earnings beat supplies company news beyond the price move.
58ec166fd0cad4af68ec5afa67a1dea1a849e07c,positive,0,0,R4: Analyst explicitly projects stock doubling.
d407d6431b76ea1771e90921a33477a61d04b0de,neutral,0,0,Options trading activity only.
cec25601c74fa01a4f25701599c651619e2ad86f,negative,0,0,Downgrade and target cut supply adverse news beyond the price move.
782014b8c7e519bed7dbe91b0226b9154867f6a3,neutral,1,0,EPS deteriorates to a loss while sales increase.
29c01730d5f7615638e48856e82034fd237e329f,positive,0,0,Contract extension secures continued business.
4d27dd4af46e60e5310872cb5c9268c06eb45cea,neutral,0,0,
aafa94ce2d8d1e0dae6badc717fa305055bf4f2c,negative,0,0,
1f09a9dcf1cc40c5ca0d986566b2e3e529164af0,positive,0,0,
8cace57fd90f83d2bb39a140e0fea2575cbaa631,neutral,0,0,R3: Reported asset-price trends.
187e28b514c5627631e4d66e0502081f87b9a1e3,negative,0,0,
7a870ac4a3316ecfe0c1d1b2c35042ff9847c510,negative,0,0,Reserve-requirement hike is monetary tightening; price move is not the signal.
83cffcd5e2b224d8132dd42281477979ec0ecf3a,neutral,0,1,R15b: Deal obstruction affects target and acquirer differently; both named without a focal side.
e1aff9f0b2c3edb57086731ccaf19b1e7dd012e8,positive,0,0,
